package,version,ecosystem,package_manager,license,license_family,dependency_scope,direct_or_transitive,is_dev_dependency,project_type,distribution_model,usage,linking_type,network_exposed,commercial_use,attribution_notice,license_text,source_modified,redistribution,license_confidence,risk,reason
java-package-medium-350,0.17.2,java,maven,MPL-2.0,Weak Copyleft,test,transitive,yes,desktop application,distributed,workflow engine,unknown,yes,yes,preserved,included,yes,yes,high,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-351,5.12.23,python,pip,LGPL-2.1,Weak Copyleft,optional,direct,no,AI inference platform,distributed,shared library,service,yes,yes,unknown,included,no,yes,medium,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-352,0.7.3,node,npm,LGPL-2.1,Weak Copyleft,runtime,direct,no,cloud CRM platform,hosted,workflow engine,dynamic,possible,yes,preserved,unknown,no,no,high,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-353,0.7.23,rust,cargo,EPL-2.0,Weak Copyleft,test,transitive,yes,embedded firmware,hosted,API service,service,yes,yes,unknown,included,no,possible,medium,Medium,EPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
go-package-medium-354,5.19.15,go,go-mod,LGPL-3.0,Weak Copyleft,test,direct,yes,DevOps automation platform,internal-only,backend framework,static,no,yes,preserved,included,possible,possible,high,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-355,0.5.8,java,maven,EPL-2.0,Weak Copyleft,runtime,direct,yes,robotics control system,distributed,data processing module,dynamic,possible,yes,preserved,included,possible,possible,medium,Medium,EPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-356,1.16.16,java,maven,CDDL-1.0,Weak Copyleft,build,direct,yes,mobile application,distributed,embedded library,service,possible,yes,preserved,unknown,yes,no,high,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-357,2.14.0,java,maven,EPL-2.0,Weak Copyleft,test,transitive,no,cybersecurity monitoring tool,hosted,SDK integration,dynamic,no,yes,preserved,included,no,possible,high,Medium,EPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-358,1.18.23,python,pip,EPL-2.0,Weak Copyleft,optional,transitive,yes,enterprise analytics platform,hosted,visualization library,unknown,yes,yes,preserved,included,no,no,high,Medium,EPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-359,2.11.28,node,npm,CDDL-1.0,Weak Copyleft,test,transitive,no,banking middleware,distributed,plugin framework,dynamic,yes,yes,unknown,unknown,yes,no,medium,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-360,4.11.9,rust,cargo,EPL-2.0,Weak Copyleft,runtime,direct,no,desktop application,distributed,model serving framework,static,yes,yes,preserved,unknown,no,no,medium,Medium,EPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-361,2.2.25,rust,cargo,MPL-2.0,Weak Copyleft,test,direct,no,commercial closed-source software,hosted,SDK integration,dynamic,no,yes,preserved,included,possible,yes,high,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-362,2.4.11,python,pip,LGPL-2.1,Weak Copyleft,test,direct,yes,banking middleware,hosted,automation library,static,possible,yes,unknown,included,yes,possible,medium,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-363,1.20.12,java,maven,EPL-2.0,Weak Copyleft,optional,transitive,yes,banking middleware,distributed,data processing module,service,no,yes,unknown,included,no,yes,medium,Medium,EPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-364,1.13.17,java,maven,LGPL-3.0,Weak Copyleft,build,transitive,no,enterprise analytics platform,distributed,data processing module,unknown,yes,yes,preserved,included,yes,possible,medium,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-365,5.10.16,rust,cargo,CDDL-1.0,Weak Copyleft,test,transitive,no,online education platform,distributed,utility package,unknown,possible,yes,preserved,unknown,possible,yes,medium,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
go-package-medium-366,2.7.18,go,go-mod,LGPL-3.0,Weak Copyleft,test,direct,no,commercial closed-source software,distributed,shared library,unknown,yes,yes,preserved,included,no,yes,medium,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-367,2.20.3,python,pip,LGPL-2.1,Weak Copyleft,test,direct,no,cybersecurity monitoring tool,internal-only,API service,dynamic,no,yes,unknown,unknown,no,no,medium,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
go-package-medium-368,1.17.23,go,go-mod,LGPL-3.0,Weak Copyleft,optional,direct,yes,desktop application,distributed,model serving framework,service,yes,yes,preserved,included,no,no,medium,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-369,0.4.19,python,pip,LGPL-2.1,Weak Copyleft,runtime,direct,yes,AI inference platform,hosted,frontend component,dynamic,yes,yes,preserved,included,possible,possible,high,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-370,1.7.26,rust,cargo,EPL-2.0,Weak Copyleft,test,transitive,yes,online education platform,hosted,model serving framework,dynamic,no,yes,preserved,unknown,no,possible,medium,Medium,EPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
go-package-medium-371,1.15.15,go,go-mod,CDDL-1.0,Weak Copyleft,test,transitive,yes,cybersecurity monitoring tool,distributed,model serving framework,service,possible,yes,preserved,unknown,possible,yes,high,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-372,0.9.14,node,npm,EPL-2.0,Weak Copyleft,runtime,transitive,yes,healthcare portal,hosted,model serving framework,unknown,no,yes,preserved,included,yes,no,high,Medium,EPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-373,1.11.16,python,pip,MPL-2.0,Weak Copyleft,build,transitive,no,enterprise analytics platform,hosted,model serving framework,static,possible,yes,unknown,unknown,no,yes,high,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-374,5.9.29,java,maven,LGPL-3.0,Weak Copyleft,optional,direct,no,industrial IoT platform,distributed,data processing module,static,yes,yes,unknown,unknown,no,no,high,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-375,4.18.11,java,maven,LGPL-3.0,Weak Copyleft,optional,direct,yes,commercial SaaS platform,internal-only,shared library,static,no,yes,unknown,included,yes,no,high,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-376,5.7.3,node,npm,MPL-2.0,Weak Copyleft,build,transitive,no,enterprise analytics platform,hosted,data processing module,service,no,yes,preserved,unknown,possible,yes,high,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-377,1.10.3,python,pip,CDDL-1.0,Weak Copyleft,optional,transitive,yes,AI inference platform,hosted,SDK integration,unknown,possible,yes,unknown,included,possible,possible,medium,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
go-package-medium-378,1.2.18,go,go-mod,EPL-2.0,Weak Copyleft,runtime,direct,yes,commercial closed-source software,hosted,visualization library,dynamic,possible,yes,preserved,unknown,no,possible,high,Medium,EPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
go-package-medium-379,3.6.26,go,go-mod,LGPL-3.0,Weak Copyleft,build,transitive,no,robotics control system,internal-only,visualization library,static,no,yes,preserved,included,no,yes,medium,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-380,1.16.9,python,pip,CDDL-1.0,Weak Copyleft,runtime,direct,no,cloud CRM platform,hosted,data processing module,service,no,yes,preserved,included,yes,yes,high,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-381,2.2.17,node,npm,LGPL-2.1,Weak Copyleft,build,transitive,no,commercial closed-source software,internal-only,automation library,dynamic,yes,yes,preserved,included,no,possible,medium,Medium,LGPL-2.1 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-382,2.6.10,rust,cargo,MPL-2.0,Weak Copyleft,runtime,direct,yes,DevOps automation platform,internal-only,visualization library,dynamic,no,yes,preserved,included,no,no,medium,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
python-package-medium-383,3.19.23,python,pip,MPL-2.0,Weak Copyleft,runtime,transitive,yes,banking middleware,internal-only,core library,dynamic,no,yes,preserved,unknown,possible,no,high,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-384,2.7.0,rust,cargo,EPL-2.0,Weak Copyleft,runtime,direct,yes,industrial IoT platform,internal-only,model serving framework,dynamic,yes,yes,preserved,included,yes,yes,medium,Medium,EPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-385,4.4.3,rust,cargo,EPL-2.0,Weak Copyleft,optional,direct,no,robotics control system,hosted,API service,unknown,no,yes,preserved,included,possible,no,medium,Medium,EPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-386,5.17.18,rust,cargo,LGPL-3.0,Weak Copyleft,runtime,direct,yes,commercial closed-source software,hosted,core library,static,possible,yes,preserved,included,possible,yes,high,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
node-package-medium-387,2.4.19,node,npm,CDDL-1.0,Weak Copyleft,optional,transitive,yes,enterprise analytics platform,hosted,SDK integration,static,possible,yes,unknown,unknown,yes,possible,high,Medium,CDDL-1.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-388,4.9.27,java,maven,MPL-2.0,Weak Copyleft,build,transitive,no,mobile application,hosted,API service,unknown,yes,yes,unknown,included,yes,possible,medium,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
go-package-medium-389,1.9.23,go,go-mod,LGPL-3.0,Weak Copyleft,build,direct,no,desktop application,hosted,plugin framework,unknown,yes,yes,preserved,included,possible,yes,medium,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
java-package-medium-390,4.12.9,java,maven,MPL-2.0,Weak Copyleft,runtime,direct,no,industrial IoT platform,distributed,core library,unknown,possible,yes,preserved,included,possible,possible,high,Medium,MPL-2.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
rust-package-medium-391,4.1.21,rust,cargo,LGPL-3.0,Weak Copyleft,test,direct,no,commercial SaaS platform,internal-only,embedded library,service,possible,yes,unknown,included,possible,yes,high,Medium,LGPL-3.0 creates moderate compliance risk because weak copyleft or contextual obligations require review.
